ano_mes_inicio,faturamento_total,faturamento_colaborativo,faturamento_proprio,qtd_projetos,qtd_projetos_impacto,qtd_projetos_concluidos,csat_medio,qtd_avaliacoes_csat,pct_projetos_impacto,pct_faturamento_colaborativo
2024-01,-1.2070689601738813,-0.6423452730866271,-0.6551687360631617,-0.3651483716701108,-0.4629100498862758,1,0.9878713387177165,1,-0.44194173824159216,0.0
2024-04,-0.9783789426215573,-0.18735070465026626,-0.9220770044477402,-0.3651483716701108,-0.4629100498862758,1,0.9878713387177165,1,-0.44194173824159216,1.0
2024-05,-1.1613309566634165,-0.6423452730866271,-0.6017870823862461,-0.3651483716701108,-0.4629100498862758,1,-1.5805941419483436,1,-0.44194173824159216,0.0
2024-07,0.11933314162959739,-0.6423452730866271,0.892899220567393,-0.3651483716701108,-0.4629100498862758,1,-1.5805941419483436,1,-0.44194173824159216,0.0
2024-08,1.034093211838893,1.1776330006588163,-0.17473385297092062,2.7386127875258306,-0.4629100498862758,2,-0.2963614016153136,2,-0.44194173824159216,0.7407407407407407
2024-09,-0.5209989075169096,-0.6423452730866271,0.14555606909057348,-0.3651483716701108,-0.4629100498862758,1,-1.5805941419483436,1,-0.44194173824159216,0.0
2024-10,-0.06361887241226175,-0.6423452730866271,0.6793726058597302,-0.3651483716701108,-0.4629100498862758,1,0.9878713387177165,1,-0.44194173824159216,0.0
2024-11,1.7659012680063295,2.542616705967899,-0.9220770044477402,-0.3651483716701108,2.160246899469287,1,0.9878713387177165,1,2.5632620818012346,1.0
2025-03,0.8511411977970339,1.6326275690951773,-0.9220770044477402,-0.3651483716701108,-0.4629100498862758,1,-1.5805941419483436,1,-0.44194173824159216,1.0
2025-04,-0.7039509215587687,-0.6423452730866271,-0.06797054561708926,-0.3651483716701108,-0.4629100498862758,1,0.9878713387177165,1,-0.44194173824159216,0.0
2025-07,-0.24657088645412087,-0.6423452730866271,0.46584599115206754,-0.3651483716701108,-0.4629100498862758,1,0.9878713387177165,1,-0.44194173824159216,0.0
2025-09,-0.06361887241226175,0.7226384322224555,-0.9220770044477402,-0.3651483716701108,-0.4629100498862758,1,0.9878713387177165,1,-0.44194173824159216,1.0
2025-11,1.034093211838893,1.1776330006588163,-0.17473385297092062,2.7386127875258306,2.160246899469287,2,-0.2963614016153136,2,1.0606601717798212,0.7407407407407407
2026-03,-0.9326409391110926,-0.6423452730866271,-0.3348788140016677,-0.3651483716701108,-0.4629100498862758,0,0.0,0,-0.44194173824159216,0.0
2026-04,0.8511411977970339,-0.6423452730866271,1.747005679398044,-0.3651483716701108,2.160246899469287,0,0.0,0,2.5632620818012346,0.0
2026-06,-1.4357589777262052,-0.6423452730866271,-0.9220770044477402,-0.3651483716701108,-0.4629100498862758,1,0.0,0,-0.44194173824159216,
2026-08,1.6582340077426954,-0.6423452730866271,2.6889783401808978,-0.3651483716701108,-0.4629100498862758,0,0.0,0,-0.44194173824159216,0.0
